244.0,49.0,79.0,176.0
241.0,49.0,80.0,176.0
238.0,49.0,81.0,176.0
235.0,49.0,83.0,176.0
233.0,49.0,83.0,177.0
230.0,49.0,85.0,177.0
227.0,49.0,86.0,177.0
224.0,49.0,88.0,177.0
222.0,49.0,88.0,178.0
219.0,49.0,90.0,178.0
216.0,49.0,91.0,178.0
214.0,49.0,92.0,179.0
212.0,46.0,92.0,181.0
211.0,43.0,92.0,184.0
210.0,40.0,91.0,187.0
209.0,37.0,91.0,190.0
208.0,34.0,90.0,193.0
207.0,32.0,90.0,195.0
206.0,29.0,90.0,197.0
205.0,26.0,89.0,200.0
204.0,23.0,89.0,203.0
203.0,20.0,88.0,206.0
202.0,17.0,88.0,209.0
201.0,15.0,88.0,211.0
200.0,17.0,91.0,209.0
200.0,19.0,93.0,207.0
200.0,22.0,95.0,205.0
200.0,24.0,97.0,203.0
200.0,27.0,100.0,201.0
193.0,31.0,104.0,198.0
186.0,36.0,109.0,194.0
180.0,41.0,112.0,190.0
173.0,46.0,117.0,186.0
167.0,51.0,121.0,183.0
169.0,51.0,118.0,183.0
172.0,52.0,114.0,183.0
175.0,53.0,110.0,183.0
178.0,54.0,107.0,183.0
181.0,52.0,107.0,183.0
184.0,51.0,107.0,183.0
188.0,49.0,107.0,183.0
191.0,48.0,107.0,183.0
194.0,46.0,107.0,183.0
198.0,45.0,107.0,183.0
201.0,43.0,107.0,183.0
204.0,42.0,107.0,183.0
207.0,41.0,107.0,183.0
210.0,40.0,107.0,183.0
213.0,39.0,107.0,183.0
216.0,38.0,107.0,183.0
219.0,37.0,107.0,183.0
222.0,36.0,107.0,183.0
225.0,35.0,107.0,183.0
229.0,34.0,107.0,183.0
231.0,35.0,106.0,182.0
233.0,37.0,105.0,181.0
235.0,39.0,104.0,180.0
237.0,41.0,103.0,179.0
239.0,43.0,102.0,177.0
241.0,45.0,101.0,176.0
243.0,47.0,100.0,175.0
246.0,49.0,99.0,174.0
246.0,51.0,99.0,173.0
246.0,53.0,99.0,172.0
246.0,55.0,99.0,171.0
246.0,58.0,99.0,169.0
246.0,60.0,99.0,168.0
246.0,62.0,99.0,167.0
246.0,64.0,99.0,166.0
246.0,67.0,99.0,164.0
246.0,69.0,99.0,163.0
246.0,71.0,99.0,162.0
246.0,74.0,99.0,160.0
244.0,75.0,99.0,158.0
243.0,76.0,99.0,156.0
241.0,77.0,99.0,154.0
240.0,78.0,99.0,152.0
238.0,79.0,99.0,150.0
237.0,80.0,99.0,148.0
236.0,81.0,99.0,146.0
232.0,78.0,99.0,146.0
229.0,76.0,98.0,146.0
226.0,73.0,97.0,146.0
222.0,71.0,97.0,146.0
219.0,69.0,96.0,146.0
216.0,66.0,95.0,146.0
212.0,64.0,95.0,146.0
209.0,61.0,94.0,146.0
206.0,59.0,93.0,146.0
203.0,57.0,93.0,146.0
204.0,57.0,92.0,146.0
205.0,57.0,91.0,146.0
206.0,58.0,91.0,146.0
207.0,58.0,90.0,146.0
208.0,58.0,90.0,146.0
209.0,59.0,89.0,146.0
210.0,59.0,88.0,146.0
211.0,59.0,88.0,146.0
212.0,60.0,87.0,146.0
213.0,60.0,87.0,146.0
214.0,60.0,86.0,146.0
215.0,61.0,86.0,146.0
215.0,57.0,84.0,151.0
216.0,53.0,81.0,156.0
217.0,50.0,78.0,160.0
218.0,46.0,75.0,165.0
219.0,43.0,72.0,169.0
220.0,39.0,69.0,174.0
221.0,36.0,66.0,178.0
222.0,32.0,63.0,183.0
223.0,29.0,60.0,188.0
224.0,31.0,60.0,188.0
225.0,34.0,60.0,188.0
226.0,37.0,60.0,188.0
228.0,40.0,60.0,188.0
229.0,43.0,60.0,188.0
230.0,46.0,60.0,188.0
232.0,49.0,60.0,188.0
232.0,48.0,60.0,188.0
233.0,48.0,60.0,188.0
233.0,48.0,60.0,188.0
234.0,48.0,60.0,188.0
235.0,48.0,60.0,188.0
235.0,48.0,60.0,188.0
236.0,48.0,60.0,188.0
236.0,48.0,60.0,188.0
237.0,48.0,60.0,188.0
238.0,48.0,60.0,188.0
236.0,46.0,60.0,188.0
235.0,45.0,60.0,188.0
234.0,44.0,60.0,188.0
233.0,43.0,60.0,188.0
232.0,42.0,60.0,188.0
231.0,41.0,60.0,188.0
230.0,40.0,60.0,188.0
229.0,39.0,60.0,188.0
228.0,38.0,60.0,188.0
227.0,37.0,60.0,188.0
226.0,39.0,61.0,185.0
225.0,41.0,62.0,183.0
224.0,43.0,64.0,180.0
223.0,45.0,65.0,178.0
223.0,47.0,66.0,175.0
222.0,49.0,67.0,173.0
221.0,51.0,68.0,171.0
220.0,53.0,70.0,168.0
219.0,55.0,71.0,166.0
219.0,57.0,72.0,163.0
218.0,59.0,73.0,161.0
217.0,61.0,75.0,158.0
216.0,63.0,76.0,156.0
215.0,65.0,77.0,154.0
215.0,67.0,78.0,151.0
214.0,69.0,79.0,149.0
213.0,71.0,81.0,146.0
212.0,73.0,82.0,144.0
212.0,76.0,83.0,141.0
209.0,76.0,83.0,140.0
206.0,76.0,84.0,140.0
203.0,76.0,85.0,140.0
200.0,76.0,86.0,140.0
197.0,76.0,87.0,140.0
194.0,76.0,88.0,140.0
191.0,71.0,89.0,145.0
189.0,67.0,89.0,149.0
186.0,63.0,90.0,154.0
184.0,58.0,91.0,159.0
182.0,54.0,91.0,164.0
179.0,50.0,92.0,168.0
177.0,45.0,93.0,173.0
174.0,41.0,94.0,178.0
172.0,37.0,94.0,182.0
170.0,33.0,95.0,187.0
169.0,35.0,95.0,186.0
168.0,38.0,95.0,184.0
167.0,41.0,95.0,182.0
169.0,43.0,93.0,181.0
171.0,46.0,92.0,180.0
174.0,49.0,90.0,179.0
176.0,51.0,89.0,178.0
178.0,54.0,88.0,177.0
181.0,57.0,86.0,176.0
183.0,59.0,85.0,175.0
185.0,62.0,84.0,174.0
188.0,65.0,82.0,173.0
193.0,62.0,78.0,175.0
198.0,60.0,75.0,176.0
204.0,58.0,71.0,177.0
209.0,56.0,67.0,178.0
214.0,53.0,64.0,181.0
220.0,51.0,60.0,182.0
225.0,49.0,56.0,183.0
230.0,47.0,53.0,184.0
236.0,45.0,49.0,186.0
237.0,45.0,49.0,186.0
238.0,46.0,49.0,186.0
239.0,46.0,49.0,186.0
240.0,47.0,49.0,186.0
241.0,47.0,49.0,186.0
242.0,48.0,49.0,186.0
243.0,48.0,49.0,186.0
244.0,49.0,49.0,186.0
243.0,48.0,50.0,186.0
242.0,48.0,52.0,186.0
241.0,48.0,54.0,186.0
240.0,48.0,56.0,186.0
239.0,48.0,57.0,186.0
239.0,48.0,58.0,186.0
238.0,48.0,60.0,186.0
237.0,48.0,62.0,186.0
236.0,48.0,63.0,186.0
235.0,48.0,65.0,186.0
234.0,48.0,67.0,186.0
234.0,48.0,68.0,186.0
236.0,47.0,68.0,186.0
238.0,47.0,68.0,186.0
240.0,47.0,68.0,186.0
243.0,47.0,68.0,186.0
245.0,47.0,68.0,186.0
247.0,47.0,68.0,186.0
249.0,47.0,68.0,186.0
252.0,47.0,68.0,186.0
254.0,47.0,68.0,186.0
256.0,47.0,68.0,186.0
259.0,47.0,68.0,186.0
256.0,50.0,70.0,182.0
253.0,54.0,73.0,177.0
250.0,57.0,75.0,174.0
247.0,61.0,78.0,169.0
244.0,64.0,81.0,165.0
241.0,68.0,83.0,161.0
238.0,71.0,86.0,157.0
236.0,75.0,88.0,153.0
236.0,76.0,86.0,150.0
236.0,77.0,84.0,147.0
236.0,78.0,82.0,145.0
236.0,79.0,80.0,142.0
236.0,80.0,79.0,140.0
236.0,81.0,77.0,137.0
236.0,82.0,75.0,135.0
236.0,83.0,73.0,132.0
236.0,84.0,72.0,130.0
236.0,80.0,72.0,133.0
237.0,77.0,72.0,135.0
238.0,73.0,72.0,138.0
238.0,70.0,72.0,140.0
239.0,66.0,72.0,143.0
240.0,63.0,72.0,145.0
241.0,60.0,72.0,148.0
240.0,61.0,72.0,147.0
239.0,62.0,72.0,146.0
238.0,63.0,72.0,145.0
237.0,64.0,72.0,144.0
236.0,65.0,72.0,143.0
235.0,66.0,72.0,142.0
234.0,67.0,72.0,141.0
234.0,68.0,72.0,140.0
235.0,68.0,73.0,138.0
236.0,68.0,74.0,136.0
237.0,68.0,75.0,134.0
239.0,69.0,76.0,131.0
240.0,69.0,77.0,129.0
241.0,69.0,78.0,127.0
243.0,70.0,79.0,124.0
244.0,70.0,80.0,122.0
245.0,70.0,81.0,120.0
247.0,71.0,82.0,117.0
250.0,67.0,83.0,118.0
253.0,64.0,84.0,119.0
257.0,60.0,85.0,120.0
260.0,57.0,86.0,121.0
264.0,54.0,87.0,122.0
265.0,53.0,86.0,122.0
267.0,52.0,85.0,122.0
269.0,52.0,84.0,122.0
270.0,51.0,84.0,122.0
272.0,51.0,83.0,122.0
274.0,50.0,82.0,122.0
276.0,50.0,81.0,122.0
275.0,52.0,81.0,120.0
275.0,54.0,80.0,118.0
275.0,56.0,80.0,116.0
275.0,58.0,79.0,114.0
275.0,60.0,78.0,112.0
275.0,62.0,78.0,110.0
275.0,64.0,77.0,108.0
275.0,66.0,76.0,106.0
275.0,69.0,76.0,103.0
276.0,68.0,74.0,103.0
277.0,67.0,73.0,103.0
278.0,66.0,72.0,103.0
279.0,65.0,71.0,103.0
280.0,64.0,70.0,103.0
281.0,63.0,69.0,103.0
283.0,62.0,67.0,103.0
282.0,61.0,65.0,104.0
281.0,60.0,64.0,105.0
280.0,59.0,63.0,106.0
279.0,58.0,62.0,107.0
278.0,57.0,61.0,108.0
277.0,56.0,60.0,109.0
275.0,55.0,63.0,111.0
273.0,55.0,66.0,112.0
271.0,54.0,69.0,114.0
269.0,54.0,72.0,116.0
268.0,54.0,73.0,117.0
267.0,55.0,75.0,118.0
267.0,55.0,75.0,120.0
266.0,56.0,77.0,121.0
265.0,56.0,78.0,123.0
265.0,57.0,79.0,124.0
262.0,57.0,81.0,126.0
259.0,57.0,83.0,129.0
256.0,57.0,85.0,131.0
253.0,58.0,88.0,133.0
248.0,62.0,91.0,132.0
243.0,66.0,94.0,131.0
239.0,71.0,96.0,129.0
234.0,75.0,99.0,128.0
230.0,80.0,101.0,127.0
227.0,81.0,103.0,127.0
225.0,83.0,105.0,126.0
223.0,85.0,107.0,125.0
221.0,87.0,109.0,124.0
219.0,89.0,111.0,123.0
217.0,91.0,113.0,122.0
215.0,93.0,115.0,121.0
214.0,90.0,117.0,124.0
214.0,88.0,119.0,126.0
214.0,86.0,121.0,128.0
214.0,84.0,123.0,130.0
214.0,82.0,125.0,132.0
214.0,80.0,126.0,134.0
214.0,78.0,128.0,136.0
214.0,76.0,130.0,138.0
214.0,74.0,132.0,140.0
214.0,72.0,134.0,143.0
212.0,69.0,134.0,146.0
211.0,66.0,134.0,150.0
209.0,63.0,134.0,154.0
208.0,60.0,134.0,158.0
207.0,58.0,134.0,161.0
203.0,54.0,133.0,166.0
200.0,51.0,132.0,170.0
197.0,48.0,131.0,174.0
193.0,44.0,131.0,180.0
190.0,41.0,130.0,184.0
187.0,38.0,129.0,188.0
184.0,35.0,128.0,193.0
180.0,34.0,128.0,195.0
176.0,33.0,128.0,197.0
173.0,32.0,128.0,199.0
169.0,31.0,128.0,201.0
166.0,30.0,128.0,203.0
162.0,29.0,128.0,205.0
159.0,28.0,128.0,207.0
158.0,29.0,125.0,205.0
158.0,30.0,122.0,204.0
158.0,31.0,119.0,203.0
158.0,33.0,115.0,200.0
158.0,34.0,112.0,199.0
157.0,35.0,110.0,198.0
157.0,37.0,106.0,195.0
157.0,38.0,103.0,194.0
157.0,39.0,100.0,193.0
157.0,41.0,97.0,191.0
162.0,43.0,96.0,187.0
168.0,45.0,94.0,184.0
173.0,47.0,94.0,180.0
179.0,49.0,92.0,177.0
184.0,51.0,91.0,173.0
190.0,54.0,90.0,169.0
202.0,57.0,85.0,166.0
215.0,60.0,80.0,163.0
227.0,64.0,76.0,159.0
240.0,67.0,71.0,156.0
252.0,70.0,67.0,153.0
265.0,74.0,62.0,150.0
264.0,76.0,62.0,150.0
263.0,79.0,62.0,150.0
263.0,82.0,62.0,150.0
263.0,85.0,57.0,140.0
263.0,88.0,53.0,130.0
263.0,91.0,49.0,121.0
258.0,94.0,49.0,121.0
254.0,97.0,49.0,121.0
250.0,101.0,49.0,121.0
245.0,102.0,49.0,121.0
241.0,103.0,49.0,121.0
237.0,105.0,49.0,121.0
232.0,106.0,49.0,121.0
228.0,108.0,49.0,121.0
224.0,110.0,49.0,121.0
222.0,102.0,49.0,125.0
220.0,95.0,49.0,128.0
219.0,88.0,48.0,131.0
217.0,81.0,48.0,134.0
216.0,74.0,47.0,137.0
214.0,67.0,47.0,140.0
213.0,60.0,46.0,143.0
211.0,59.0,46.0,145.0
209.0,59.0,46.0,146.0
207.0,58.0,46.0,148.0
206.0,58.0,46.0,149.0
205.0,58.0,48.0,151.0
205.0,59.0,49.0,152.0
205.0,59.0,50.0,154.0
205.0,60.0,51.0,155.0
203.0,63.0,55.0,152.0
202.0,66.0,59.0,149.0
201.0,69.0,62.0,146.0
200.0,72.0,66.0,143.0
198.0,75.0,70.0,140.0
197.0,78.0,74.0,137.0
196.0,81.0,77.0,134.0
195.0,84.0,81.0,131.0
194.0,87.0,85.0,129.0
177.0,89.0,109.0,129.0
160.0,91.0,133.0,129.0
144.0,94.0,156.0,129.0
138.0,94.0,162.0,129.0
132.0,94.0,168.0,129.0
127.0,94.0,173.0,129.0
122.0,94.0,173.0,129.0
118.0,94.0,173.0,129.0
113.0,94.0,173.0,129.0
109.0,95.0,173.0,129.0
106.0,96.0,173.0,129.0
103.0,97.0,173.0,129.0
101.0,98.0,173.0,129.0
116.0,94.0,160.0,132.0
131.0,90.0,148.0,135.0
146.0,86.0,135.0,139.0
161.0,82.0,123.0,142.0
177.0,78.0,110.0,146.0
187.0,70.0,99.0,152.0
198.0,62.0,87.0,158.0
209.0,54.0,75.0,164.0
210.0,51.0,75.0,164.0
211.0,49.0,75.0,164.0
213.0,47.0,75.0,164.0
211.0,46.0,75.0,164.0
210.0,45.0,75.0,164.0
209.0,44.0,75.0,164.0
208.0,43.0,75.0,164.0
207.0,43.0,75.0,164.0
